name,5,4,3,2,1,total
Smart Watches for WomenSmart Watch for Android Phones and iOS Phones Fitness Trackers with AMOLED Display Heart Rate Monitor Sport Fitness Watch 5ATM Waterproof Activity Tracker Watch for Women Pink,37%,15%,9%,9%,31%,20
Galaxy Watch 4 40mm Smartwatch with ECG Monitor Tracker for Health Fitness Running Sleep Cycles GPS Fall Detection LTE US Version Silver,75%,13%,6%,2%,5%,1174
Fitness Tracker Watch Activity Trackers for Women Men Exercise Fitness Watch Health Tracker Heart Rate Sleep Monitor Waterproof Smartwatch with Calories GPS Step Counter Pedometer Workout Watch,93%,7%,0%,0%,0%,36
LIGE Smart Watch for Android PhonesSports Fitness Tracker with Blood Oxygen Heart Rate Monitor IP67 Waterproof Calorie Pedometer Stopwatch Smart Watch for Men Stainless Steel,54%,19%,8%,8%,11%,67
Smart Watch for Women Girl Fitness Tracker Watch with Heart Rate Blood Pressure Blood Oxygen Monitor Step Counter Pedometer Watch Waterproof Bluetooth Smartwatch Compatible Android Phones iPhone,83%,0%,0%,17%,0%,9
Skagen Connected Falster 3 Gen 5 Stainless Steel Touchscreen Smartwatch with Heart Rate GPS NFC and Smartphone Notifications,60%,18%,9%,4%,9%,398
"UHOOFIT Smart Watch，1.69"" Full Touch Screen Fitness Watch for Women Men，IP67 Waterproof Sports Watch with Real-Time Heart Rate Monitor and Sleep MonitorPedometer Compatible Android iPhone iOS (Pink)",83%,17%,0%,0%,0%,14
Smart Watch for Women Compatible with Android iOS PhonesYIHANXLH Luxury Lady Smart Watch with Heart Rate MonitorSleep MonitorMenstrual PeriodIP68 Waterproof Fitness TrackerGift for Her,70%,0%,30%,0%,0%,8
Smart Watch for Android iOS Phones Compatible with iPhone Samsung LG HCHLQL 1.75 Inch Touchscreen Fitness Tracker Bluetooth Smartwatch with Call/SMS/Heart Rate/Pedometer for Men Women Kid (Black),35%,5%,13%,13%,34%,135
Kids Smart Watch Kids Watch Toys for 3-12 Ages Year Old Kids Smartatches with 16 Learning Games Video Camera Pedometer Music Alarm Flashlight Birthday Gift for Kids Boys Girls(Sapphire Blue),81%,0%,0%,7%,12%,47
JI'TUBST Smart Watch with Call 1.69 inch Full Touch Fitness Watch Music Control Remote Camera Pedometer Heart Rate Monitor and Fitness Tracker Men's and Women's Sports Watch(Black),0%,0%,0%,100%,0%,1
Fossil Women's Charter Hybrid Smartwatch HR with Always-On Readout Display Heart Rate Activity Tracking Smartphone Notifications Message Previews,69%,13%,8%,4%,6%,944
Towond Smart Watch for iPhone/Android Phones - IP68 Waterproof Fitness Tracker with Heart Rate Monitor Fitness Tracking & Counter Sleep Monitor Sport Smart Watches for Women and Men-Black,58%,11%,0%,13%,18%,20
VEYKY Smart Watch for Women Men Fitness Activity Tracker Blood Pressure Blood Oxygen Sleep Monitor with Heart Rate Monitor 1.4 Full Touch Screen Smartwatch Compatible with iPhone Android Phones,66%,14%,8%,6%,7%,97
Smart Watch Fitness Tracker 1.7 in HD Touch Screen with Heart Rate Monitor Blood Oxygen Meter Sleep Step Tracking IP68 Waterproof Smartwatch Compatible with iOS Android for Men Women (Purple),47%,13%,21%,6%,13%,33
"Smart Watch 2021 for Men Women Fitness Tracker 1.69"" Touch Screen Smartwatch Fitness Watch IP68 Waterproof 24 Sports Heart Rate Monitor/Pedometer/Sleep Monitor Activity Tracker for Android iPhone",51%,16%,13%,6%,14%,344
Aeifond Men Women Smart Watch Bluetooth Smartwatch for Android & iOS PhonesSupport Calls Messageswith Sim SD Card SlotCamera Fitness Watch Sleep Step Tracker Call Sports Watch (Black),100%,0%,0%,0%,0%,13
Smart Watch for Android Phones iPhone Compatible IP68 Waterproof Smartwatch Touch Screen Fitness Tracker Fitness Watch Heart Rate Monitor Blood Oxygen Smart Watches for Men Women,100%,0%,0%,0%,0%,17
Citizen CZ Smart Stainless Steel Smartwatch Touchscreen Heartrate GPS Speaker Bluetooth Notifications iPhone and Android Compatible Powered by Google Wear OS,55%,13%,9%,11%,12%,280
Samsung Galaxy Watch 4 40mm Smartwatch with ECG Monitor Tracker for Health Fitness Running Sleep Cycles GPS Fall Detection LTE US Version Black,75%,13%,6%,2%,5%,1174
Mazoft Slim Leather Band Compatible with Apple Watch Bands 38mm 40mm 41mm 42mm 44mm 45mm Thin Elegant Top Glossy Patent leather Woman Watch band Shiny Replacement Wristband for iWatch SE Series 7/6/5/4/3/2/1,100%,0%,0%,0%,0%,7
Smart Watch for Women-Fitness Tracker Smartwatch with Bluetooth Phone Calls 1.09'' Round Touchscreen IP67 Waterproof Steps Health Tracking Watches Compatible with iPhone Android Phones (Black),61%,20%,19%,0%,0%,6
Fitbit Versa Smart Watch Black/Black Aluminium One Size (S & L Bands Included),68%,13%,6%,4%,10%,9135
Smart Watch FirYawee Smartwatch for Android Phones and iOS PhonesFitness Tracker Waterproof IP68 with Heart Rate Monitor and Sleep MonitorStep and Distance CounterSmart Watch for Men Women,61%,17%,10%,4%,9%,1514
"Smart WatchMAXTOP Fitness Watch for Android/iOS Phones with Heart Rate Blood Pressure Pedometer Sleep Monitor Waterproof 1.54"" Touch Screen Smart Watches for Men(Black)",100%,0%,0%,0%,0%,17
Kids Smartwatches for Girls Boys - Waterproof Kids Smart Watches Phone HD IPS Touch Screen Call Watch for Kids with 11 Games 3 Alarm Music Video Camera Torch Birthday Gifts for Kids Ages 3-14,31%,31%,19%,0%,19%,12
HUAWEI Watch GT 2 2019 Bluetooth SmartWatch Longer Lasting 2 Weeks Battery Life Waterproof Compatible with iPhone and Android 46mm No Warranty International Version (Sunset Orange) (Renewed),62%,19%,19%,0%,0%,6
Fitbit Ionic Watch,64%,12%,6%,5%,13%,11829
Smart Watch AGPTEK Smartwatch for Men Women IP68 Waterproof Activity Tracker with Full Touch Color Screen Heart Rate Monitor Pedometer Sleep Monitor for Android and iOS Phones Black LW11,61%,16%,10%,5%,8%,17731
Smart Watch 1.72'' Full Touch Screen Fitness Tracker for Android/iOS Phone Advanced Heart Rate/SpO2 Pedometer/Blood Pressure/Text/Sleep Monitor IP67 Waterproof Smartwatch for Women Men (Black),51%,20%,8%,6%,15%,61
Jsbaby Smart Watch for KidsKids Smart Watch Boys Girls with SOS CallMusic PlayerPedometerMath GamesCameraAlarmRecorderCalculatorMp3for Birthday Gift Children,100%,0%,0%,0%,0%,1
Eurans Smart Watch Compatible with iPhone and Android Phones Fitness Watch with Heart Rate & Sleep Monitor Smartwatch with SpO2 5ATM Waterproof Fitness Tracker for Women Men-Light Purple,50%,0%,0%,50%,0%,2
Smart Watch Fitness Tracker with Heart Rate Monitor Sleep Monitor & 1.4 Inch Color Touch Screen IP67 Waterproof Step Counter for Women and Men Compatible with iOS & Android (Pink),65%,13%,8%,5%,9%,422
AiMoonsa Smart Watch Full HD Touchscreen Smartwatch Long Battery Life SpO2 Heartrate MonitoringSleep Tracking Calorie Step Counter Call Message Notification IP68 Waterproof Smart Watch for Men,58%,25%,12%,4%,2%,184
Fitbit Versa Lite Smartwatch Charcoal/Silver Aluminum One Size (S & L Bands Included),73%,11%,6%,3%,7%,3593
(Refurbished) Apple Watch Series 3 (GPS 38MM) - Silver Aluminum Case with White Sport Band,75%,10%,4%,2%,9%,9783
"XG Glitter Smart Watch Fitness Tracker with Heart Rate Monitor Activity Tracker with 1.3"" Touch Screen IP67 Waterproof Pedometer Smartwatch with Sleep Monitor Step Counter for Women and Men",48%,11%,13%,0%,29%,24
Smart Watch HuaWise Smart Watch for Android Phones and iOS HD Touch Smartwatch Waterproof Fitness Tracker Watch with Heart Rate Stopwatch Smart Watches for Men Women Compatible iPhone Samsung,63%,14%,9%,6%,8%,268
"Smart Watch AGPTEK 1.69""(43mm) Smartwatch for Android and iOS Phones IP68 Waterproof Fitness Tracker Watch Heart Rate Monitor Pedometer Sleep Monitor for Men Women Black LW31",54%,15%,12%,5%,13%,1585
Fitniv Smart Watch 1.55 Inch Touch Screen Smartwatch for Android and iOS Phones Fitness Tracker with Heart Rate & SpO2 & Sleep Monitor 5ATM Waterproof Pedometer Watch for Women Men Pink,63%,16%,8%,5%,9%,154
Galaxy Watch 4 44mm Smartwatch with ECG Monitor Tracker for Health Fitness Running Sleep Cycles GPS Fall Detection LTE US Version Green,75%,13%,6%,2%,5%,1174
TouchElex Smart Watch for Android Phones and iOS Compatible iPhone Samsung Men Women HD Screen Oxygen Monitor Heart Rate Monitor IP68 Waterproof Smartwatch Fitness Tracker Fitness Watch,54%,18%,10%,5%,13%,140
"Kimnix Smart Watch1.72"" HD Full Touch Screen Larger Battery Life Fitness TrackerAnswer Call/Text/Heart Rate/Blood Pressure/Health Bracelet and Sleep Monitor Smartwatch for Android & iOS Men Women",46%,16%,12%,6%,19%,455
Fossil Women's Jacqueline Stainless Steel Hybrid Smartwatch with Activity Tracking and Smartphone Notifications,64%,12%,9%,4%,12%,422
"Smart Watches for Men Women 3ATM Waterproof Fitness Tracker with Blood Pressure/Blood Oxygen Monitor Activity Tracker 1.69"" Fitness Watch with Heart Rate Sleep Monitor for iOS Android",100%,0%,0%,0%,0%,3
GOKOO Smartwatch for Women Smartwatches with Heart Rate Sleep Monitor Full Touch Screen Notification Reminder Activity Fitnees Tracker Compatible with iOS Android Watch for Women Men,46%,10%,19%,8%,17%,47
Ticwatch E3 Smart Watch Wear OS by Google for Men Women Qualcomm Snapdragon Wear 4100 Platform Health Monitor Fitness Tracker GPS NFC Mic Speaker IP68 Waterproof iOS/ Android Compatible,65%,19%,6%,4%,5%,358
"Smart Fitness Tracker Watch for Men Women 1.65"" Touch Screen Smartwatch w/ Blood Oxygen SpO2 Heart Rate Sleep Monitor Waterproof Pedometer Fit Sports Watches for Android Phones/iOS iPhone Compatible",100%,0%,0%,0%,0%,7
Fitness Tracker Heart Rate Monitor Smart Watch Activity Tracker Pedometer with Sleep Monitor Calorie Counter IP68 Waterproof for Android and iOS for Women and Men,37%,16%,9%,13%,25%,50
Smart Watch，IDEALROYAL Smartwatch for Women Men IP67 Waterproof Fitness Tracker with Heart Rate Monitor and Sleep MonitorPedometer WatchActivity Tracker for Android and iOS Phones,58%,19%,7%,7%,9%,370
Timex Metropolitan R AMOLED Smartwatch with GPS & Heart Rate 42mm – Black with Brown Leather & Silicone Strap,69%,14%,4%,7%,6%,124
Cosmo JrTrack 2 Kids Smartwatch | Black | 4G Voice Calling | Text Voice & Image Messaging | Enhanced GPS | Blocks Unknown Callers | SIM Card Included,41%,15%,10%,7%,26%,910
Carbinox Smartwatch Fitness Tracker for Android and iOS Phones with Heart Rate Monitor Blood Pressure IP67 Waterproof,0%,0%,0%,0%,100%,1
GOKOO Smart Watch for Men Fitness Tracker Mens with Blood Pressure Monitor Heart Rate Sleep Compatible with iOS and Android Phones Waterproof Pedometer Calorie Counter Running,57%,13%,11%,7%,11%,335
Smart Watch for Android and iOS Phone with Call Function Information Reminder Fitness Activity Tracker Heart Rate Blood Pressure Sleep Step Monitor IP67 Waterproof Smartwatch for Women Men (Black),57%,24%,5%,3%,12%,55
Smart Watch for WomenManiGoo 1.4inch Fitness Tracker with Heart Rate Monitor Blood Oxygen Saturation Waterproof Smart Watch Android Compatible with iPhone Android Phones for Women Men (Pink),100%,0%,0%,0%,0%,5
Fossil Men's Neutra Stainless Steel Hybrid Smartwatch with Activity Tracking and Smartphone Notifications,70%,15%,5%,3%,7%,190
feifuns Smart Watch for Men(Make Answer Call/Voice Control) 1.3 Full Touch Screen Fitness Tracker Sports Smartwatch with Call Voice Control Heart Rate Blood Pressure Oxygen SpO2 Android iOS Phone,35%,14%,24%,19%,8%,18
"Smart Watch for Android/iOS Phones1.54"" Smartwatch with Heart RateCallSleep MonitorFull Touch ScreenStep CounterBlood PressureBlood Oxygen TrackingIP67 Waterproof Fitness Tracker Watch",52%,16%,7%,8%,18%,23
"DOMEZAN Smart Watch Smart Watches for Women Men with 24-Hour Health Monitoring and Fitness Tracking Features 1.3"" Touch Screen IP68 Swimming Waterproof Available for Android/iOS Phones",69%,31%,0%,0%,0%,8
Samsung Galaxy Watch 4 44mm Smartwatch with ECG Monitor Tracker for Health Fitness Running Sleep Cycles GPS Fall Detection LTE US Version Black,75%,13%,6%,2%,5%,1174
Samsung Galaxy Tab 4 10.1in 16gb WiFi Black (Renewed),60%,13%,11%,5%,12%,863
Samsung Galaxy Watch 3 Stainless Steel (41mm) SpO2 Oxygen Sleep GPS Sports + Fitness Smartwatch IP68 Water Resistant International Model - No S Pay SM-R850 (Fast Charge Cube Bundle Silver),73%,13%,2%,3%,10%,160
"Amazfit GTS Fitness Smartwatch with Heart Rate Monitor 14-Day Battery Life Music Control 1.65"" Display Sleep and Swim Tracking GPS Water Resistant Smart Notifications Desert Gold",70%,15%,6%,3%,6%,583
Fossil Gen 5 Julianna Stainless Steel Touchscreen Smartwatch with Speaker Heart Rate GPS Contactless Payments and Smartphone Notifications,72%,13%,6%,3%,7%,4400
Fossil Women's Scarlette Mini Hybrid Smartwatch HR with Always-On Readout Display Heart Rate Activity Tracking Smartphone Notifications Message Previews,69%,0%,0%,0%,31%,4
"LIGE Smart Watch Fitness Tracker 1.3"" Full Touch Color Screen Smart Watch for Men IP68 Waterproof with Heart Rate Monitor Activity Tracker Pedometer Sleep Monitor for Android and iOS Phones",67%,16%,7%,4%,6%,903
Samsung Galaxy Watch Active2 (Silicon Strap + Aluminum Bezel) Bluetooth - International (Pink Gold R820-44mm),80%,10%,4%,1%,5%,3168
Waterproof Kids Smart Watch GPS Tracker - Boys Girls for 3-12 Year Old with SOS Camera Alarm Call Camera Alarm 1.44'' Touch Screen SOS Electronic Toy Birthday Gifts (Waterproof Pink),52%,0%,23%,0%,25%,7
suinsist Smart Watch 2021 with Call Fitness Tracker with Sleep Monitor Activity Tracker with 1.54 Inch Touch HD Screen IP67 Waterproof Pedometer Smartwatch with Step Monitor for Android iOS Phones,55%,14%,9%,6%,16%,657
Smart WatchMAXTOP Fitness Watch for Android/iOS Phones with Blood Pressure Heart Rate & Blood Oxygen Monitor Activity Tracker 1.4'' Full Touch Screen IP67 Waterproof Smartwatch for Men Women (Gray),62%,0%,38%,0%,0%,11
Smart Watch for Men Women(Make/Answer Call 1.28 Inch Bluetooth) Fitness Tracker with Real-Time Monitor App Message Reminder Waterproof Smart Watch for Android iOS Phones (Steel & Silicone Band),47%,21%,11%,8%,12%,45
Smart Watch for Kids4 Colors Dual Cameras Games Pedometer Video MP3 Music Player Recorder Alarm Clock and More Smartwatch for Age 3-12 Boys Girls Christmas New Year Gifts,100%,0%,0%,0%,0%,2
Smart Watch HuaWise Smart Watch for Android Phones and iOS HD Touch Smartwatch Waterproof Fitness Tracker Watch with Heart Rate Stopwatch Smart Watches for Men Women Compatible iPhone Samsung,63%,14%,9%,6%,8%,268
Smart Watch for Men Women 2021 Smartwatch for Android iOS Phones Fitness Tracker Heart Rate Blood Pressure Blood Oxygen Sleep Monitor Fitness Watch with Full Touch Screen Compatible iPhone Samsung,46%,25%,11%,0%,18%,22
KUMI 1.69 Inch Dual Curved Big Screen Smartwatch with Temperature Monitor Heart Rate Blood Oxygen Tracker Waterproof Sport Fitness Smart Watch for Men Women for iPhone Android,49%,0%,51%,0%,0%,3
(Refurbished) Apple Watch Series 5 (GPS + Cellular 40MM) - Space Gray Aluminum Case with Black Sport Band,79%,8%,3%,1%,8%,3380
LIGE Smart Watch Men Fitness Tracker with Bluetooth Call Answer Heart Rate for Android Phones iPhone Waterproof Sports Watch Stainless Steel,58%,17%,13%,3%,8%,213
"Smart Watch 1.7"" Smartwatch for Android and iOS Phones Fitness Tracker with with Full Touch Color Screen Heart Rate and Sleep Monitor Pedometer IP68 Waterproof Smart Watch for Women Men",67%,11%,10%,4%,8%,133
PATROHOO Bands Compatible with Samsung Galaxy Watch 4 Classic Band 42mm 46mm / 4 40mm 44mm for Men Women. Galaxy Watch 4 Soft Silicone Band for Women 3 Pack.,78%,0%,0%,22%,0%,6
ZKCREATION Smart Watch Heart Rate Monitoring Fitness Tracker with Sleep Monitoring Blood Pressure Stopwatch Pedometer Sport Watch for Men & Women Compatible with Android and iOS,56%,19%,9%,7%,9%,1226
SAMSUNG Gear Sport Smartwatch (Bluetooth) Black SM-R600NZKAXAR – US Version with Warranty,70%,12%,6%,4%,8%,2052
Haoqin Smart Watch TS03 45mm for Android iOS Advanced Health Monitoring Heart Rate & Fitness Tracking SpO2 Sleep Monitor 5-30 Days Battery Life IP68 Waterproof - Mystic Silver Metal Case,49%,26%,16%,4%,5%,86
"Fairey Ultra Thin Smart Watch 1.69"" Full Touch Sport Fitness Tracker 24h Heart Rate Blood Pressure Oxygen Sleep Monitor Smartwatch for Men Women Compatible with iPhone Android Samsung Phones",100%,0%,0%,0%,0%,8
"Smart Watch for Android/iOS Phone 1.54"" Full Touch Sreen Activity TrackerHealth Tracker Watch with Heart Rate Monitor Blood Pressure Sleep Tracking IP68 Waterproof Smartwatch for Men Women",48%,18%,9%,11%,14%,58
Kate Spade New York Women's Scallop 2 or Sport Stainless Steel Touchscreen Smartwatch with Heart Rate GPS Contactless Pay and Smartphone Notifications,56%,13%,10%,6%,16%,858
Samsung Galaxy Watch3 Watch 3 (GPS Bluetooth LTE) Smart Watch with Advanced Health Monitoring Fitness Tracking and Long Lasting Battery (Silver 45MM) (Renewed),71%,14%,6%,3%,7%,521
Smart Watch for Android and iOS Phones Fitness Tracker Watch for Men with Heart Rate Monitor Pedometer Sleep Monitor Message Reminder Waterproof Activity Tracker Smartwatch for Outdoor Sports,23%,39%,38%,0%,0%,7
Smart Watch for Women Waterproof Fitness Tracker with Blood Pressure Heart Rate Blood Oxygen Sleep Monitor Message Notification Sport Pedometer Smartwatch Bracelet for iOS Android Phones(Rose Gold),50%,17%,12%,7%,13%,762
"Smart Watch for Men and Women 1.69"" DIY Watch Face Fitness Tracker IP68 Waterproof Fitness Watch with Heart Rate and Sleep Monitor Calorie Step Counter Activity Tracker for Android iOS (Purple)",66%,15%,5%,4%,9%,223
Smart Watch for WomenMAXTOP Fitness Watch with Blood Pressure Heart Rate Monitor Sleep TrackerWaterproof Smartwatch Compatible with iPhone Android Phones Activity Tracker with Leather Strap (Pink),55%,16%,8%,14%,8%,70
Smart Watch Hongmed Sports Fitness Tracker for Android Phones iPhone Compatible Smartwatch with Heart Rate Sleep Swimming Tracking Waterproof Activity Tracker with Compass for Men Women Black,50%,26%,12%,12%,0%,13
Fossil Women's Gen 4 Venture HR Stainless Steel Touchscreen Smartwatch with Heart Rate GPS NFC and Smartphone Notifications,64%,13%,8%,4%,10%,3627
"SANAG Smart Watch IP68 Waterproof 10 Sport Modes Sleep Tracker 1.3"" TFT Smartwatch with Pedometer Fitness Tracker for Android iOS Compatible iPhone Samung Heart Rate Monitor for Men Women Black",100%,0%,0%,0%,0%,4
Kids Smart Watch Boys GirlsBuilt-in Video Player Video Recorder Dual Cameras MP3 Music Player 14 Games Flashlight Pedometer Alarm Clock Timer Stopwatch for Age 3-10 Children Gift,65%,12%,17%,0%,6%,48
"DOMEZAN Smart Watch Smart Watches for Women Men with 24-Hour Health Monitoring and Fitness Tracking Features 1.3"" Touch Screen IP68 Swimming Waterproof Available for Android/iOS Phones",69%,31%,0%,0%,0%,8
Smart Watch for Mensuinsist smartwatch for Android and iOS Phones (Receive/Make Calls80+ Faces) Fitness Tracker with Sleep Heart Rate Blood Oxygen MonitoringSMS ReminderIP67 Waterproof Black Metal,45%,18%,11%,7%,20%,184
Citizen CZ Smart Stainless Steel Smartwatch Touchscreen Heartrate GPS Speaker Bluetooth Notifications iPhone and Android Compatible Powered by Google Wear OS,55%,13%,9%,11%,12%,280
PINHEN Replacement Stainless Steel Watch Band Quick Release Strap 16mm 18mm 20mm 22mm 24mm Tools Including,53%,15%,11%,9%,12%,41
Kids Smart Watch Smart Watch for Kids Ages 4-12 Years Kids Smartwatch with Calling 14 Learning Games Dual Camera Video Music Alarm Flashlight Children Birthday (Blue),100%,0%,0%,0%,0%,15
